session_id,user_id,device,region,channel,product_category,session_start,session_end,session_date,day_of_week,session_duration_mins,reached_browse,reached_cart,reached_checkout,reached_purchase,furthest_stage,furthest_stage_num,revenue,converted
SES-04706,USR-04706,Mobile,South,Social Media,Electronics,2025-12-23 03:01:24.6607260,2025-12-23 03:01:24.6607260,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04707,USR-04707,Desktop,East,Social Media,Home,2025-12-20 07:36:19.4184250,2025-12-20 07:36:19.4184250,2025-12-20,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04708,USR-04708,Mobile,West,Google Ads,Electronics,2025-12-15 11:16:34.0677760,2025-12-15 11:19:34.0677760,2025-12-15,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04709,USR-04709,Mobile,West,Organic,Home,2026-01-07 05:09:38.4704010,2026-01-07 05:16:38.4704010,2026-01-07,Wednesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04710,USR-04710,Tablet,South,Social Media,Home,2026-01-06 14:51:42.6254200,2026-01-06 14:58:42.6254200,2026-01-06,Tuesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04711,USR-04711,Mobile,North,Social Media,Home,2026-01-03 05:08:49.9285960,2026-01-03 05:08:49.9285960,2026-01-03,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04712,USR-04712,Mobile,East,Organic,Beauty,2025-12-12 10:27:39.5291330,2025-12-12 10:32:39.5291330,2025-12-12,Friday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04713,USR-04713,Desktop,West,Organic,Electronics,2025-12-26 03:33:10.9549670,2025-12-26 03:35:10.9549670,2025-12-26,Friday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04714,USR-04714,Tablet,North,Social Media,Fashion,2025-12-15 21:14:35.1936460,2025-12-15 21:16:35.1936460,2025-12-15,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04715,USR-04715,Tablet,North,Social Media,Beauty,2025-12-15 07:40:43.1018700,2025-12-15 07:46:43.1018700,2025-12-15,Monday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04716,USR-04716,Tablet,North,Email,Beauty,2026-01-06 19:04:43.3793920,2026-01-06 19:11:43.3793920,2026-01-06,Tuesday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04717,USR-04717,Tablet,West,Social Media,Home,2025-12-12 22:57:01.1751260,2025-12-12 23:00:01.1751260,2025-12-12,Friday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04718,USR-04718,Tablet,West,Organic,Home,2025-12-23 17:47:04.4301000,2025-12-23 17:56:04.4301000,2025-12-23,Tuesday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04719,USR-04719,Tablet,East,Email,Home,2025-12-23 20:02:34.1818830,2025-12-23 20:06:34.1818830,2025-12-23,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04720,USR-04720,Tablet,East,Organic,Sports,2025-12-12 10:35:45.5763010,2025-12-12 10:38:45.5763010,2025-12-12,Friday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04721,USR-04721,Desktop,West,Email,Sports,2025-12-22 11:22:24.2552230,2025-12-22 11:24:24.2552230,2025-12-22,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04722,USR-04722,Desktop,East,Google Ads,Fashion,2025-12-18 03:28:38.4836960,2025-12-18 03:32:38.4836960,2025-12-18,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04723,USR-04723,Mobile,South,Social Media,Fashion,2025-12-31 06:19:18.6859060,2025-12-31 06:19:18.6859060,2025-12-31,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04724,USR-04724,Mobile,East,Email,Beauty,2025-12-19 16:02:03.2292670,2025-12-19 16:02:03.2292670,2025-12-19,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04725,USR-04725,Tablet,North,Social Media,Home,2026-01-05 08:37:44.2121310,2026-01-05 08:37:44.2121310,2026-01-05,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04726,USR-04726,Tablet,East,Email,Home,2025-12-23 22:27:37.4345670,2025-12-23 22:27:37.4345670,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04727,USR-04727,Mobile,West,Organic,Fashion,2026-01-02 21:34:24.5045210,2026-01-02 21:43:24.5045210,2026-01-02,Friday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04728,USR-04728,Tablet,West,Google Ads,Electronics,2025-12-17 01:05:59.8566010,2025-12-17 01:07:59.8566010,2025-12-17,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04729,USR-04729,Desktop,East,Google Ads,Beauty,2026-01-02 13:16:23.1280010,2026-01-02 13:27:23.1280010,2026-01-02,Friday,11.000000,1,1,1,1,Purchase,4,427.84,Converted
SES-04730,USR-04730,Mobile,West,Google Ads,Home,2025-12-22 16:55:58.4671410,2025-12-22 17:01:58.4671410,2025-12-22,Monday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04731,USR-04731,Mobile,East,Email,Home,2025-12-13 06:50:17.2597470,2025-12-13 06:52:17.2597470,2025-12-13,Saturday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04732,USR-04732,Mobile,East,Social Media,Sports,2025-12-19 15:24:45.5191700,2025-12-19 15:28:45.5191700,2025-12-19,Friday,4.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04733,USR-04733,Tablet,North,Email,Sports,2025-12-24 14:10:37.9158440,2025-12-24 14:10:37.9158440,2025-12-24,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04734,USR-04734,Tablet,East,Organic,Beauty,2025-12-26 05:47:24.4662260,2025-12-26 05:50:24.4662260,2025-12-26,Friday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04735,USR-04735,Tablet,North,Organic,Home,2025-12-22 00:42:48.0755300,2025-12-22 00:47:48.0755300,2025-12-22,Monday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04736,USR-04736,Mobile,East,Organic,Sports,2025-12-14 20:01:25.9664000,2025-12-14 20:01:25.9664000,2025-12-14,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04737,USR-04737,Desktop,North,Organic,Home,2026-01-04 23:10:14.5597560,2026-01-04 23:10:14.5597560,2026-01-04,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04738,USR-04738,Tablet,West,Organic,Beauty,2025-12-16 12:07:04.8327730,2025-12-16 12:11:04.8327730,2025-12-16,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04739,USR-04739,Desktop,East,Organic,Home,2025-12-17 06:07:22.8526120,2025-12-17 06:07:22.8526120,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04740,USR-04740,Mobile,East,Organic,Fashion,2025-12-17 17:24:02.3407270,2025-12-17 17:31:02.3407270,2025-12-17,Wednesday,7.000000,1,1,1,1,Purchase,4,278.15,Converted
SES-04741,USR-04741,Desktop,East,Google Ads,Sports,2026-01-07 21:22:49.3191760,2026-01-07 21:31:49.3191760,2026-01-07,Wednesday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04742,USR-04742,Tablet,North,Email,Beauty,2025-12-29 04:30:35.8793140,2025-12-29 04:32:35.8793140,2025-12-29,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04743,USR-04743,Desktop,East,Organic,Electronics,2025-12-21 21:28:03.8001790,2025-12-21 21:37:03.8001790,2025-12-21,Sunday,9.000000,1,1,1,1,Purchase,4,358.07,Converted
SES-04744,USR-04744,Tablet,South,Email,Sports,2025-12-17 08:12:14.6834870,2025-12-17 08:16:14.6834870,2025-12-17,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04745,USR-04745,Mobile,East,Organic,Fashion,2025-12-10 18:28:36.4951870,2025-12-10 18:38:36.4951870,2025-12-10,Wednesday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04746,USR-04746,Mobile,East,Social Media,Beauty,2026-01-03 02:38:46.4612980,2026-01-03 02:45:46.4612980,2026-01-03,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04747,USR-04747,Desktop,West,Social Media,Beauty,2026-01-03 15:12:15.3861990,2026-01-03 15:19:15.3861990,2026-01-03,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04748,USR-04748,Tablet,North,Email,Home,2026-01-08 08:18:38.2801470,2026-01-08 08:18:38.2801470,2026-01-08,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04749,USR-04749,Desktop,West,Email,Electronics,2025-12-28 10:27:43.9596640,2025-12-28 10:34:43.9596640,2025-12-28,Sunday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04750,USR-04750,Desktop,West,Email,Home,2025-12-16 15:57:33.8581100,2025-12-16 16:06:33.8581100,2025-12-16,Tuesday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04751,USR-04751,Tablet,West,Social Media,Beauty,2025-12-23 06:48:15.5580600,2025-12-23 06:48:15.5580600,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04752,USR-04752,Mobile,South,Email,Fashion,2025-12-21 13:57:19.8317130,2025-12-21 13:57:19.8317130,2025-12-21,Sunday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04753,USR-04753,Tablet,North,Organic,Beauty,2025-12-14 13:13:31.4951490,2025-12-14 13:19:31.4951490,2025-12-14,Sunday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04754,USR-04754,Tablet,West,Email,Beauty,2026-01-03 20:35:54.5662000,2026-01-03 20:35:54.5662000,2026-01-03,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04755,USR-04755,Desktop,East,Social Media,Sports,2025-12-13 23:22:32.9919420,2025-12-13 23:22:32.9919420,2025-12-13,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04756,USR-04756,Mobile,West,Email,Fashion,2025-12-19 18:30:59.9566700,2025-12-19 18:30:59.9566700,2025-12-19,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04757,USR-04757,Tablet,West,Email,Home,2025-12-21 03:52:49.1098890,2025-12-21 03:59:49.1098890,2025-12-21,Sunday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04758,USR-04758,Desktop,North,Email,Fashion,2026-01-05 12:38:21.4720370,2026-01-05 12:38:21.4720370,2026-01-05,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04759,USR-04759,Mobile,East,Organic,Home,2025-12-31 11:28:54.0854230,2025-12-31 11:30:54.0854230,2025-12-31,Wednesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04760,USR-04760,Tablet,East,Organic,Beauty,2025-12-21 06:25:35.4087980,2025-12-21 06:29:35.4087980,2025-12-21,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04761,USR-04761,Tablet,East,Google Ads,Electronics,2025-12-13 08:44:30.3157270,2025-12-13 08:44:30.3157270,2025-12-13,Saturday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04762,USR-04762,Mobile,South,Organic,Fashion,2025-12-22 12:07:40.3739860,2025-12-22 12:15:40.3739860,2025-12-22,Monday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04763,USR-04763,Mobile,West,Social Media,Sports,2026-01-04 17:51:30.2223830,2026-01-04 18:01:30.2223830,2026-01-04,Sunday,10.000000,1,1,1,1,Purchase,4,62.68,Converted
SES-04764,USR-04764,Tablet,South,Google Ads,Electronics,2026-01-05 13:24:50.0304240,2026-01-05 13:32:50.0304240,2026-01-05,Monday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04765,USR-04765,Tablet,West,Google Ads,Fashion,2025-12-13 08:00:07.1348660,2025-12-13 08:04:07.1348660,2025-12-13,Saturday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04766,USR-04766,Desktop,East,Organic,Fashion,2025-12-17 14:30:35.8139740,2025-12-17 14:30:35.8139740,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04767,USR-04767,Tablet,East,Google Ads,Fashion,2026-01-01 04:04:53.6649420,2026-01-01 04:06:53.6649420,2026-01-01,Thursday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04768,USR-04768,Mobile,South,Google Ads,Sports,2026-01-07 10:35:53.5770430,2026-01-07 10:38:53.5770430,2026-01-07,Wednesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04769,USR-04769,Mobile,South,Organic,Sports,2026-01-03 20:21:01.9954860,2026-01-03 20:28:01.9954860,2026-01-03,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04770,USR-04770,Desktop,North,Social Media,Sports,2025-12-23 05:20:48.1424720,2025-12-23 05:20:48.1424720,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04771,USR-04771,Desktop,West,Email,Beauty,2025-12-12 16:00:31.5605540,2025-12-12 16:04:31.5605540,2025-12-12,Friday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04772,USR-04772,Tablet,North,Email,Electronics,2026-01-08 04:25:56.4742680,2026-01-08 04:29:56.4742680,2026-01-08,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04773,USR-04773,Tablet,South,Organic,Beauty,2026-01-01 04:55:51.5604880,2026-01-01 04:55:51.5604880,2026-01-01,Thursday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04774,USR-04774,Tablet,West,Email,Electronics,2026-01-05 03:28:33.3510660,2026-01-05 03:34:33.3510660,2026-01-05,Monday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04775,USR-04775,Mobile,East,Google Ads,Home,2026-01-02 09:44:36.9793830,2026-01-02 09:53:36.9793830,2026-01-02,Friday,9.000000,1,1,1,1,Purchase,4,192.29,Converted
SES-04776,USR-04776,Mobile,East,Google Ads,Home,2025-12-29 13:35:49.8083550,2025-12-29 13:37:49.8083550,2025-12-29,Monday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04777,USR-04777,Desktop,North,Social Media,Fashion,2025-12-17 14:33:04.8409990,2025-12-17 14:37:04.8409990,2025-12-17,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04778,USR-04778,Desktop,South,Social Media,Beauty,2026-01-07 14:17:11.0553350,2026-01-07 14:17:11.0553350,2026-01-07,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04779,USR-04779,Desktop,West,Organic,Sports,2026-01-07 04:24:16.3009580,2026-01-07 04:24:16.3009580,2026-01-07,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04780,USR-04780,Desktop,East,Organic,Electronics,2025-12-23 03:20:05.2930930,2025-12-23 03:20:05.2930930,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04781,USR-04781,Tablet,South,Email,Home,2026-01-04 17:56:42.7692120,2026-01-04 18:03:42.7692120,2026-01-04,Sunday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04782,USR-04782,Desktop,North,Social Media,Home,2025-12-17 00:18:00.3385140,2025-12-17 00:22:00.3385140,2025-12-17,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04783,USR-04783,Mobile,West,Email,Sports,2025-12-31 02:01:14.4475840,2025-12-31 02:01:14.4475840,2025-12-31,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04784,USR-04784,Tablet,North,Email,Fashion,2025-12-11 17:10:41.2897760,2025-12-11 17:15:41.2897760,2025-12-11,Thursday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04785,USR-04785,Mobile,South,Email,Home,2025-12-11 08:20:52.3440860,2025-12-11 08:24:52.3440860,2025-12-11,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04786,USR-04786,Tablet,West,Social Media,Fashion,2026-01-06 09:41:50.6859280,2026-01-06 09:49:50.6859280,2026-01-06,Tuesday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04787,USR-04787,Desktop,South,Email,Beauty,2025-12-24 11:03:59.1409550,2025-12-24 11:03:59.1409550,2025-12-24,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04788,USR-04788,Mobile,East,Google Ads,Home,2025-12-21 10:29:01.6731860,2025-12-21 10:41:01.6731860,2025-12-21,Sunday,12.000000,1,1,1,1,Purchase,4,458.76,Converted
SES-04789,USR-04789,Mobile,West,Google Ads,Sports,2025-12-17 03:47:36.4738130,2025-12-17 03:51:36.4738130,2025-12-17,Wednesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04790,USR-04790,Desktop,West,Organic,Electronics,2026-01-03 11:33:23.4729620,2026-01-03 11:42:23.4729620,2026-01-03,Saturday,9.000000,1,1,1,1,Purchase,4,206.31,Converted
SES-04791,USR-04791,Desktop,East,Organic,Home,2025-12-31 13:35:39.2006060,2025-12-31 13:41:39.2006060,2025-12-31,Wednesday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04792,USR-04792,Tablet,West,Email,Sports,2026-01-03 12:09:34.1036910,2026-01-03 12:12:34.1036910,2026-01-03,Saturday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04793,USR-04793,Tablet,North,Social Media,Home,2025-12-22 08:38:33.1850240,2025-12-22 08:38:33.1850240,2025-12-22,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04794,USR-04794,Mobile,West,Email,Electronics,2025-12-23 06:59:47.2740970,2025-12-23 06:59:47.2740970,2025-12-23,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04795,USR-04795,Tablet,West,Organic,Home,2026-01-06 14:22:31.8891200,2026-01-06 14:25:31.8891200,2026-01-06,Tuesday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04796,USR-04796,Tablet,South,Google Ads,Fashion,2025-12-11 13:50:23.7341160,2025-12-11 13:53:23.7341160,2025-12-11,Thursday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04797,USR-04797,Mobile,West,Email,Beauty,2025-12-16 06:30:58.7938450,2025-12-16 06:30:58.7938450,2025-12-16,Tuesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04798,USR-04798,Mobile,East,Organic,Electronics,2025-12-29 14:20:59.2558100,2025-12-29 14:23:59.2558100,2025-12-29,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04799,USR-04799,Tablet,South,Email,Fashion,2025-12-15 05:24:05.8607950,2025-12-15 05:29:05.8607950,2025-12-15,Monday,5.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04800,USR-04800,Tablet,West,Email,Home,2026-01-01 18:10:10.5718090,2026-01-01 18:19:10.5718090,2026-01-01,Thursday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04801,USR-04801,Tablet,East,Organic,Sports,2025-12-18 04:05:42.9521650,2025-12-18 04:09:42.9521650,2025-12-18,Thursday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04802,USR-04802,Mobile,West,Email,Fashion,2026-01-06 14:11:23.1452180,2026-01-06 14:21:23.1452180,2026-01-06,Tuesday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04803,USR-04803,Mobile,North,Email,Electronics,2025-12-15 02:25:53.9456580,2025-12-15 02:32:53.9456580,2025-12-15,Monday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04804,USR-04804,Desktop,South,Google Ads,Electronics,2025-12-24 13:36:00.4149560,2025-12-24 13:41:00.4149560,2025-12-24,Wednesday,5.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04805,USR-04805,Desktop,South,Google Ads,Sports,2025-12-30 14:03:56.9870600,2025-12-30 14:07:56.9870600,2025-12-30,Tuesday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04806,USR-04806,Tablet,East,Social Media,Electronics,2025-12-23 17:19:47.3229200,2025-12-23 17:21:47.3229200,2025-12-23,Tuesday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04807,USR-04807,Tablet,South,Google Ads,Fashion,2026-01-02 19:20:18.7345580,2026-01-02 19:32:18.7345580,2026-01-02,Friday,12.000000,1,1,1,1,Purchase,4,431.55,Converted
SES-04808,USR-04808,Tablet,North,Organic,Home,2025-12-29 22:53:36.6884660,2025-12-29 23:07:36.6884660,2025-12-29,Monday,14.000000,1,1,1,1,Purchase,4,415.94,Converted
SES-04809,USR-04809,Mobile,East,Google Ads,Home,2026-01-07 12:05:22.2335920,2026-01-07 12:13:22.2335920,2026-01-07,Wednesday,8.000000,1,1,1,1,Purchase,4,292.61,Converted
SES-04810,USR-04810,Desktop,East,Google Ads,Sports,2025-12-17 01:35:18.9349000,2025-12-17 01:35:18.9349000,2025-12-17,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04811,USR-04811,Tablet,North,Organic,Fashion,2026-01-03 08:18:29.5606630,2026-01-03 08:25:29.5606630,2026-01-03,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04812,USR-04812,Tablet,East,Email,Fashion,2025-12-24 20:28:57.8132470,2025-12-24 20:38:57.8132470,2025-12-24,Wednesday,10.000000,1,1,1,1,Purchase,4,123.33,Converted
SES-04813,USR-04813,Desktop,North,Google Ads,Fashion,2025-12-20 22:42:11.4377590,2025-12-20 22:50:11.4377590,2025-12-20,Saturday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04814,USR-04814,Desktop,East,Social Media,Sports,2026-01-04 22:33:56.0075960,2026-01-04 22:37:56.0075960,2026-01-04,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04815,USR-04815,Mobile,South,Organic,Fashion,2026-01-08 06:20:38.6380580,2026-01-08 06:28:38.6380580,2026-01-08,Thursday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04816,USR-04816,Desktop,South,Email,Sports,2025-12-20 19:48:06.7811520,2025-12-20 19:51:06.7811520,2025-12-20,Saturday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04817,USR-04817,Tablet,East,Organic,Beauty,2026-01-01 22:03:18.7577100,2026-01-01 22:14:18.7577100,2026-01-01,Thursday,11.000000,1,1,1,1,Purchase,4,160.11,Converted
SES-04818,USR-04818,Desktop,West,Social Media,Sports,2025-12-11 05:22:53.9068560,2025-12-11 05:32:53.9068560,2025-12-11,Thursday,10.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04819,USR-04819,Desktop,South,Email,Beauty,2026-01-01 13:43:01.2692780,2026-01-01 13:52:01.2692780,2026-01-01,Thursday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04820,USR-04820,Mobile,South,Organic,Sports,2025-12-27 02:57:53.6863920,2025-12-27 03:04:53.6863920,2025-12-27,Saturday,7.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04821,USR-04821,Tablet,North,Email,Sports,2025-12-22 09:17:49.3434080,2025-12-22 09:20:49.3434080,2025-12-22,Monday,3.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04822,USR-04822,Desktop,West,Social Media,Home,2025-12-22 01:54:02.3910210,2025-12-22 02:00:02.3910210,2025-12-22,Monday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04823,USR-04823,Mobile,West,Social Media,Beauty,2025-12-26 03:49:38.1184010,2025-12-26 03:49:38.1184010,2025-12-26,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04824,USR-04824,Tablet,West,Google Ads,Fashion,2025-12-25 09:40:50.2137840,2025-12-25 09:46:50.2137840,2025-12-25,Thursday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04825,USR-04825,Tablet,North,Organic,Sports,2025-12-29 13:20:12.7353050,2025-12-29 13:20:12.7353050,2025-12-29,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04826,USR-04826,Desktop,East,Organic,Fashion,2026-01-02 09:45:31.3840260,2026-01-02 09:45:31.3840260,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04827,USR-04827,Tablet,South,Google Ads,Home,2025-12-21 19:31:06.5361820,2025-12-21 19:39:06.5361820,2025-12-21,Sunday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04828,USR-04828,Mobile,West,Social Media,Electronics,2026-01-06 10:23:11.7390030,2026-01-06 10:31:11.7390030,2026-01-06,Tuesday,8.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04829,USR-04829,Tablet,West,Email,Electronics,2025-12-26 10:44:23.2498530,2025-12-26 10:52:23.2498530,2025-12-26,Friday,8.000000,1,1,1,1,Purchase,4,446.63,Converted
SES-04830,USR-04830,Desktop,West,Social Media,Electronics,2025-12-13 16:44:37.1719470,2025-12-13 16:46:37.1719470,2025-12-13,Saturday,2.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04831,USR-04831,Tablet,South,Social Media,Electronics,2025-12-24 00:34:32.6088350,2025-12-24 00:43:32.6088350,2025-12-24,Wednesday,9.000000,1,1,1,1,Purchase,4,349.30,Converted
SES-04832,USR-04832,Tablet,East,Organic,Electronics,2026-01-07 13:01:11.5294850,2026-01-07 13:07:11.5294850,2026-01-07,Wednesday,6.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04833,USR-04833,Mobile,South,Social Media,Fashion,2025-12-21 16:04:41.4121100,2025-12-21 16:08:41.4121100,2025-12-21,Sunday,4.000000,1,1,0,0,Browse,2,0.00,Not Converted
SES-04834,USR-04834,Mobile,South,Email,Fashion,2025-12-27 18:36:55.4922300,2025-12-27 18:45:55.4922300,2025-12-27,Saturday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
SES-04835,USR-04835,Tablet,East,Social Media,Sports,2026-01-03 11:39:49.1950350,2026-01-03 11:51:49.1950350,2026-01-03,Saturday,12.000000,1,1,1,1,Purchase,4,499.99,Converted
SES-04836,USR-04836,Desktop,West,Email,Beauty,2025-12-22 14:11:50.4530270,2025-12-22 14:11:50.4530270,2025-12-22,Monday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04837,USR-04837,Desktop,South,Email,Beauty,2025-12-13 23:38:35.1676640,2025-12-13 23:49:35.1676640,2025-12-13,Saturday,11.000000,1,1,1,1,Purchase,4,352.04,Converted
SES-04838,USR-04838,Mobile,East,Organic,Fashion,2026-01-02 13:49:15.1378770,2026-01-02 13:49:15.1378770,2026-01-02,Friday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04839,USR-04839,Desktop,South,Organic,Sports,2025-12-24 01:53:50.1483520,2025-12-24 01:53:50.1483520,2025-12-24,Wednesday,0.000000,1,0,0,0,Browse,1,0.00,Not Converted
SES-04840,USR-04840,Mobile,North,Google Ads,Beauty,2025-12-12 14:29:32.1450150,2025-12-12 14:38:32.1450150,2025-12-12,Friday,9.000000,1,1,1,0,Checkout,3,0.00,Not Converted
